Compound Name	Chemical Formula	SMILES	Names	Object ID	InChI-Key
2-(glutathion-<i>S</i>-yl)-3-(4-nitrophenyl)propanoate	C19H22N4O10S1	C(S[R])[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O	2-(glutathion-S-yl)-3-(4-nitrophenyl)propanoate	CPD-21210	InChIKey=TUKINTUYICBBAJ-RFHHWMCGSA-L
2-(glutathion-S-yl)-hydroquinone	C16H20N3O8S1	C(SC1(\C(\O)=C/C=C(/C=1)/O))[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O	2-(glutathion-S-yl)-hydroquinone // GS-hydroquinone // GS-HQ	CPD-19760	InChIKey=PBSYQNUIZQXWAE-UWVGGRQHSA-M
2-(glutathion-<i>S</i>-yl)-propene	C13H20N3O6S1	C(S[R])[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O	2-(glutathion-S-yl)-propene	CPD-17444	InChIKey=HYWLPDOKCGRIQZ-IUCAKERBSA-M
2-(hydroxylamino)benzoylacetate	C9H8N1O4	C([O-])(=O)CC(C1(\C(\NO)=C/C=C\C=1))=O	2-(hydroxylamino)benzoylacetate // 3-[2-(hydroxyamino)phenyl]-3-oxopropanoate	CPD-19118	InChIKey=UIBMKCRZKGGRIZ-UHFFFAOYSA-M
2-(hydroxylamino)benzoyloctanoate	C16H23N1O3	CCCCCCCC(=O)CC(C1(\C(\NO)=C/C=C\C=1))=O	2-(hydroxylamino)benzoyloctanoate	CPD-19119	InChIKey=UUSKXLWDKYIARK-UHFFFAOYSA-N
2-(hydroxymethyl)-3-(acetamidomethylene)succinate	C8H9N1O6	CC(N\C=C(C(CO)C(=O)[O-])/C(=O)[O-])=O	2-(hydroxymethyl)-3-(acetamidomethylene)succinate // 2-(acetamidomethylene)-3-(hydroxymethyl)succinate	2-HYDROXYMETHYL-3-ACETAMIDOMETHYLENE	InChIKey=BHXUWJPOOLFBAP-DJWKRKHSSA-L
2-(hydroxysulfanyl)ethanol	C2H6O2S1	C([R])SO	2-(hydroxysulfanyl)ethanol	CPD-17424	InChIKey=BYMHPNQECCIGDF-UHFFFAOYSA-N
2-(hydroxysulfanyl)hercynine	C9H15N3O3S1	C[N+]([C@H](C(=O)[O-])CC1(\N=C(N\C=1)\SO))(C)C	2-(hydroxysulfanyl)hercynine // ergothioneine sulfenic acid // ergothioneine sulfenate // Nalpha,Nalpha,Nalpha-trimethyl-2-sulfeno-L-histidine // 2-sulfenohercynine	CPD-19388	InChIKey=ZLPHHLCGSBYNCO-ZETCQYMHSA-N
2-(methylsulfanyl)adenine	C6H7N5S1	C1(\NC2(C(/S)=N\C=N/C(\N=1)=2))	2-(methylsulfanyl)adenine // 2-methylthioadenine // thioadenine S-methylether // 2-(methylsulfanyl)-5H-purin-6-amine	CPD-5723	InChIKey=FXGXEFXCWDTSQK-UHFFFAOYSA-N
2-(phosphinatomethylidene)butanedioate	C5H4O6P1	C([O-])(=O)CC(\C([O-])=O)=C\P([O-])=O	2-(phosphinatomethylidene)butanedioate	CPD-18932	InChIKey=UMYBWZRTMKDYRF-IHWYPQMZSA-K
2-(phosphonoylmethyl)malate	C5H6O7P1	C([O-])(=O)CC(O)(C([O-])=O)CP([O-])=O	2-(phosphonoylmethyl)malate // 2-(hydroxyphosphonoylmethyl)butanedioate	CPD-11742	InChIKey=ZKRDXWTUWPUWEG-UHFFFAOYSA-K
2-(<i>R</i>)-hydroxypropyl-CoM	C5H11O4S2	C[C@@H](O)CSCCS(=O)(=O)[O-]	2-(R)-hydroxypropyl-CoM	2-R-HYDROXYPROPYL-COM	InChIKey=QWNJCCLFGYAGRK-RXMQYKEDSA-M
2-(sulfanyl)adenine	C5H5N5S1	C1(\NC2(C(/S)=N\C=N/C(\N=1)=2))	2-(sulfanyl)adenine // 2-mercaptoadenine // 2-thioadenine	CPD-5722	InChIKey=LQJZZLRZEPKRRQ-UHFFFAOYSA-N
2-(sulfomethyl)thiazolidine-4-carboxylate	C5H7N1O5S2	C1(SC(CS(=O)(=O)[O-])N[C@@H]1C(=O)[O-])	2-(sulfomethyl)thiazolidine-4-carboxylate // 2-(sulfomethyl)thiazolidine-4-carboxylic acid	CPD-418	InChIKey=HYGZRLVEUKTESI-WUCPZUCCSA-L
2-(thiiran-2-yl)acetonitrile	C4H5N1S1	C(#N)[R]	2-(thiiran-2-yl)acetonitrile	CPD-19502	InChIKey=BKIZJNMVTRYGSW-UHFFFAOYSA-N
2-12:0-lysophosphatidylglycerol	C18H36O9P1	C([C@H](O)COP([O-])(=O)OC[C@H](OC([R])=O)CO)O	2-12:0-lysophosphatidylglycerol // 2-12:0-lysoPG	CPD0-2207	InChIKey=NTIFDVWQNKKARU-DLBZAZTESA-M
2-14:0-lysophosphatidylglycerol	C20H40O9P1	C([C@H](O)COP([O-])(=O)OC[C@H](OC([R])=O)CO)O	2-14:0-lysophosphatidylglycerol // 2-14:0-lysoPG // 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)	CPD0-2173	InChIKey=NHYJQQUDLXESED-RBUKOAKNSA-M
2-16:0-lysophosphatidylglycerol	C22H44O9P1	C([C@H](O)COP([O-])(=O)OC[C@H](OC([R])=O)CO)O	2-16:0-lysophosphatidylglycerol // 2-16:0-lysoPG // 2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) // 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	CPD-8363	InChIKey=ODJYINYQGFIIRK-LEWJYISDSA-M
2-16:1-lysophosphatidylglycerol	C22H42O9P1	C([C@H](O)COP([O-])(=O)OC[C@H](OC([R])=O)CO)O	2-16:1-lysophosphatidylglycerol // 2-16:1-lysoPG // 2-(3E-hexadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)	CPD-8364	InChIKey=ZRJFXKYBBNNVFV-YIXGJFGDSA-M
2-acetamido-2-deoxy-&beta;-uronatemannosyl-(&beta;1&rarr;4)-2,3-diacetamido-2,3-dideoxy-&beta;-D-uronateglucosyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-glucosaminyl-(C55 &omega;-saturated dolichyl phosphate)	C81H130N4O21P1	CC(C)CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(CCOP(=O)(O[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]3(O[C@H](C(=O)[O-])[C@@H](O[C@@H]2(O[C@H](C([O-])=O)[C@@H](O)[C@H](O)[C@@H](NC(C)=O)2))[C@H](NC(=O)C)[C@@H](NC(=O)C)3))NC(C)=O))[O-])C	2-acetamido-2-deoxy-beta-uronatemannosyl-(beta1->4)-2,3-diacetamido-2,3-dideoxy-beta-D-uronateglucosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-(C55 omega-saturated dolichyl phosphate)	CPD-17864	InChIKey=YBSLOMKGQBVSPX-GGGIQCTQSA-K
2,3-diacetamidino-2,3-dideoxy-&alpha;-D-mannuronate	C10H17N3O6	CC(N[C@@H]1([C@H](NC(=O)C)[C@@H](O)O[C@H](C(=O)[O-])[C@@H](O)1))=[NH2+]	2,3-diacetamidino-2,3-dideoxy-alpha-D-mannuronate // alpha-D-ManNAc3NAmA // 2-acetamido-3-acetamidino-2,3-dideoxy-alpha-D-mannuronic acid // 2-acetamido-3-acetamidino-2,3-dideoxy-alpha-D-mannuronate	CPD-15674	InChIKey=LLLDSXZYDBPJHE-FVAYPZGXSA-N
2-acetamido-4-amino-2,4,6-trideoxy-&alpha;-D-galactosyl-diphospho-<i>ditrans,octacis</i>-undecaprenol	C63H105N2O10P2	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP(O[C@@H]1([C@@H]([C@H]([C@H]([C@H](O1)C)[NH3+])O)NC(C)=O))([O-])=O)([O-])=O	2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-galactosyl-diphospho-ditrans,octacis-undecaprenol // AATGal-PP-undecaprenol // AATGal-PP-lipid // C55-PP-AATGal // bactoprenyl-diphospho-acetamido-4-amino-6-deoxygalactopyranose	CPD-16607	InChIKey=RPFZZWLWWYHEGN-PLIMUWPISA-M
2-acetamido-4-amino-2,4,6-trideoxy-D-galactose	C8H17N2O4	C[C@@H]1([C@@H]([C@@H]([C@H](C(O)O1)NC(C)=O)O)[NH3+])	2-acetamido-4-amino-2,4,6-trideoxy-D-galactose // acetamido-4-amino-6-deoxygalactopyranose	CPD-19333	InChIKey=ISOLGZVBSWHFJY-XLBMPYLXSA-O
2-acetamidofluorene	C15H13N1O1	CC(NC2(\C=C1(CC3(\C(C1=C/C=2)=C\C=C/C=3))))=O	2-acetamidofluorene // 2-(acetylamino)fluorene // 2-FAA // 2-acetoaminofluorene	2-ACETAMIDOFLUORENE	InChIKey=CZIHNRWJTSTCEX-UHFFFAOYSA-N
2-acetamidoglucal	C8H13N1O5	CC(=O)NC1(\C(O)C(O)C(CO)O/C=1)	2-acetamidoglucal // 2-acetamido-D-glucal // 2-acetamido-1,2-dideoxy-D-arabino-hex-1-enopyranose // 3-acetamido-5,6-dihydro-gamma-pyran-4,5-diol-6-methanol // 2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-hex-1-enitol	CPD-10762	InChIKey=LKFJQOCOGNNTCY-UHFFFAOYSA-N
2-acetyl-2-decarboxyamido-oxytetracycline	C23H25N1O9	CC(=O)C4(C(=O)[C@]3(C(\O)=C1([C@H]([C@](C)(O)C2(/C=C\C=C(C(\C(=O)1)=2)\O))[C@H](O)[C@@H]3[C@H]([NH+](C)C)C([O-])=4))(O))	2-acetyl-2-decarboxyamido-oxytetracycline	CPD-19276	InChIKey=CXSLZLZWQICHIJ-JSILLTCQSA-N
2-acetyl-3'-dodecanoyl-3-(2-methylbutanoyl)-4-(3-methylbutanoyl)sucrose	C36H62O15	CCCCCCCCCCCC(O[C@H]2([C@@H]([C@@H](CO)O[C@](O[C@H]1(O[C@H](CO)[C@@H](OC(=O)CC(C)C)[C@H](OC(=O)C(C)CC)[C@@H](OC(=O)C)1))(CO)2)O))=O	2-acetyl-3'-dodecanoyl-3-(2-methylbutanoyl)-4-(3-methylbutanoyl)sucrose // 2-acetyl-3'-lauryl-3-(2-methylbutanoyl)-4-(isovaleryl)sucrose	CPD-19123	InChIKey=IOLOYIOKSKTZEJ-JBZCSEOXSA-N
2-acetyl-3-(2-methylbutanoyl)-3',4-di(3-methylbutanoyl)sucrose	C29H48O15	CCC(C)C(O[C@@H]1([C@@H](OC(=O)C)[C@H](O[C@H](CO)[C@@H](OC(=O)CC(C)C)1)O[C@]2(CO)(O[C@H](CO)[C@@H](O)[C@H](OC(=O)CC(C)C)2)))=O	2-acetyl-3-(2-methylbutanoyl)-3',4-di(3-methylbutanoyl)sucrose // 2-acetyl-3-(2-methylbutanoyl)-3',4-di(isovaleryl)sucrose	CPD-19049	InChIKey=JTIAMKZBSXQQDB-QAFHIVESSA-N
2-acetyl-3-decanoyl-3',4-di(3-methylbutanoyl)sucrose	C34H58O15	CCCCCCCCCC(O[C@@H]1([C@@H](OC(=O)C)[C@H](O[C@H](CO)[C@@H](OC(=O)CC(C)C)1)O[C@]2(CO)(O[C@H](CO)[C@@H](O)[C@H](OC(=O)CC(C)C)2)))=O	2-acetyl-3-decanoyl-3',4-di(3-methylbutanoyl)sucrose // 2-acetyl-3-decanoyl-3',4-di(isovaleryl)sucrose	CPD-19057	InChIKey=ASEZOCWGVPXCSF-WQQZHNEZSA-N
2-acetyl-3-dodecanoyl-3',4-di(3-methylbutanoyl)sucrose	C36H62O15	CCCCCCCCCCCC(O[C@@H]1([C@@H](OC(C)=O)[C@H](O[C@H](CO)[C@@H](OC(=O)CC(C)C)1)O[C@]2(CO)(O[C@H](CO)[C@@H](O)[C@H](OC(=O)CC(C)C)2)))=O	2-acetyl-3-dodecanoyl-3',4-di(3-methylbutanoyl)sucrose // 2-acetyl-3-lauryl-3',4-di(isovaleryl)sucrose	CPD-19050	InChIKey=DXKSESFYAWUSFS-FMUUPEMKSA-N
2-acetyl-3-isobutanoyl-3',4-di(3-methylbutanoyl)sucrose	C28H46O15	CC(C)CC(=O)O[C@H]1([C@H](OC(C(C)C)=O)[C@@H](OC(=O)C)[C@H](O[C@H](CO)1)O[C@]2(CO)(O[C@H](CO)[C@@H](O)[C@H](OC(=O)CC(C)C)2))	2-acetyl-3-isobutanoyl-3',4-di(3-methylbutanoyl)sucrose // 2-acetyl-3-isobutanoyl-3',4-di(isovaleryl)sucrose	CPD-19058	InChIKey=AKWKWIHXNGCVIN-GWPJAQCUSA-N
2-acetylcyclohexanone	C8H12O2	CC(=O)C1(C(=O)CCCC1)	2-acetylcyclohexanone	CPD-12977	InChIKey=OEKATORRSPXJHE-UHFFFAOYSA-N
2-acetylphloroglucinol	C8H8O4	C1(C(/[R4])=C([R5])/C(/O)=C([R1])\C(/[R2])=1)[R3]	2-acetylphloroglucinol // acetylphloroglucinol // acetophloroglucine // monoacetylphloroglucinol // 2',4',6'-trihydroxyacetophenone	CPD-19213	InChIKey=XLEYFDVVXLMULC-UHFFFAOYSA-N
2-acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)	C17H36N1O7P1	CCCCCCCCCCCC(O[C@@H](COP(OCC[NH3+])([O-])=O)CO)=O	2-acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)	CPD0-2178	InChIKey=NPAZKTOOMVQLIH-MRXNPFEDSA-N
2-acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)	C19H40N1O7P1	CCCCCCCCCCCCCC(O[C@@H](COP(OCC[NH3+])([O-])=O)CO)=O	2-acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)	CPD0-2165	InChIKey=DDUZNLUWXLYPCP-GOSISDBHSA-N
2-acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)	C21H44N1O7P1	CCCCCCCCCCCCCCCC(O[C@@H](COP(OCC[NH3+])([O-])=O)CO)=O	2-acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)	CPD0-2177	InChIKey=CKPBBEOJHAPPBT-HXUWFJFHSA-N
2-acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)	C23H48N1O7P1	CCCCCCCCCCCCCCCCCC(O[C@@H](COP(OCC[NH3+])([O-])=O)CO)=O	2-acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)	CPD0-2223	InChIKey=KIHAGWUUUHJRMS-JOCHJYFZSA-N
2-acyl-sn-glycero-3-phosphoglycerol (n-C18:0)	C24H48O9P1	CCCCCCCCCCCCCCCCCC(O[C@@H](COP(OCC(O)CO)([O-])=O)CO)=O	2-acyl-sn-glycero-3-phosphoglycerol (n-C18:0)	CPD0-2133	InChIKey=ZYKIFISVQNGKFE-OZAIVSQSSA-M
2-<i>all trans</i>-hexaprenyl-6-methoxy-3-methylaminophenol	C38H59N1O2	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\N)=C(/C=C(C(/C)=1)/O)\OC)	2-all trans-hexaprenyl-6-methoxy-3-methylaminophenol // 4-amino-demethoxy-ubiquinole-6 reduced // 4-amino-demethoxy-Q6H2 // 2-hexaprenyl-3-methyl-6-methoxyaminophenol	CPD-15195	InChIKey=NEHNYHODQZCAIT-NSUIJKAQSA-N
2-<i>all trans</i>-hexaprenyl-6-methoxyaminobenzene	C37H57N1O1	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C\C=C(C(/N)=1)\OC)	2-all trans-hexaprenyl-6-methoxyaminobenzene // 2-hexaprenyl-6-methoxyphenylamine	CPD-15193	InChIKey=JGVGCZFKHHNOKU-DUBIXASGSA-N
2-<i>all trans</i>-hexaprenyl-6-methoxyaminophenol	C37H57N1O2	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\N)=C(/C=C(\C=1)/O)\OC)	2-all trans-hexaprenyl-6-methoxyaminophenol // 2-demethyl-4-amino-demethoxy-ubiquinol-6 reduced // 2-demethyl-4-amino-demethoxy-Q6H2	CPD-15194	InChIKey=JTLNJQPPHCEOEJ-FRICUITQSA-N
2-<i>all trans</i>-hexaprenyl-6-methoxyhydroquinone	C37H56O3	C1([R4])(C(\[R4])=C(C(/[R2])=C([R1])/C(/O)=1)/O)	2-all trans-hexaprenyl-6-methoxyhydroquinone // 2-methoxy-6-hexaprenyl-1,4-benzoquinol // 2-hexaprenyl-6-methoxy-1,4-benzoquinol // 6-methoxy-2-hexaprenylhydroquinone // all-trans-6-methoxy-2-hexaprenylhydroquinone // 2-methoxy-6-all trans-hexaprenyl-1,4-benzoquinol	2-HEXAPRENYL-6-METHOXY-14-BENZOQUINOL	InChIKey=ZAGWHOPYPMUKOK-FRICUITQSA-N
2-<i>all trans</i>-hexaprenyl-6-methoxyphenol	C37H56O2	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C\C=C(C(/O)=1)\OC)	2-all trans-hexaprenyl-6-methoxyphenol // 2-hexaprenyl-6-methoxyphenol	CPD-21770	InChIKey=WVPRAWNIVDFQBO-DUBIXASGSA-N
2-<i>all-trans</i>-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinol	C38H58O3	C1([R4])(C(\[R4])=C(C(/[R2])=C([R1])/C(/O)=1)/O)	2-all-trans-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinol // 5-demethoxyubiquinol-6 // DMQH2 // 2-hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinol // 6-methoxy-3-methyl-2-hexaprenyl-1,4-benzoquinol	2-HEXAPRENYL-3-METHYL-6-METHOXY-14-BENZ	InChIKey=ATQQULXELMEJIX-NSUIJKAQSA-N
2-amino,4-nitroanisole	C7H9N2O3	COC1(/C=C\C(\[N+]([O-])=O)=C/C(/[NH3+])=1)	2-amino,4-nitroanisole // 2-methoxy-5-nitroaniline	CPD-17562	InChIKey=NIPDVSLAMPAWTP-UHFFFAOYSA-O
2-amino-2,4-penta-dienoate	C5H6N1O2	C=C/C=C(C([O-])=O)/N	2-amino-2,4-penta-dienoate	CPD-11172	InChIKey=WLGYAHUXLJQXLC-ONEGZZNKSA-M
2-amino-2-deoxy-D-gluconate	C6H13N1O6	C([O-])(=O)[C@H]([NH3+])[C@@H](O)[C@H](O)[C@H](O)CO	2-amino-2-deoxy-D-gluconate // D-glucosaminic acid // D-glucosaminate // 2-amino-2-deoxy-D-gluconic acid	GLUCOSAMINATE	InChIKey=UFYKDFXCZBTLOO-TXICZTDVSA-N
2-amino-2-deoxy-D-gluconate 6-phosphate	C6H12N1O9P1	C([O-])(=O)[C@H]([NH3+])[C@@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-]	2-amino-2-deoxy-D-gluconate 6-phosphate // D-glucosaminic acid 6-phosphate // D-glucosaminate 6-phosphate // 2-amino-2-deoxy-D-gluconic acid 6-phosphate	CPD-15586	InChIKey=JZTCDGMXXSOZRP-TXICZTDVSA-L
2-amino-2-deoxy-D-mannitol	C6H16N1O5	C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]([NH3+])CO	2-amino-2-deoxy-D-mannitol	CPD-16886	InChIKey=FQORWEQXRQVPBZ-KVTDHHQDSA-O
2-amino-2-deoxy-mannitol-6-phosphate	C6H15N1O8P1	C(OP([O-])(=O)[O-])[C@@H](O)[C@@H](O)[C@H](O)[C@H]([NH3+])CO	2-amino-2-deoxy-mannitol-6-phosphate	CPD-16885	InChIKey=LBNVXZROMBUNNQ-KVTDHHQDSA-M
2-amino-2-methyl-1-propanol	C4H12N1O1	CC([NH3+])(C)CO	2-amino-2-methyl-1-propanol	CPD-20412	InChIKey=CBTVGIZVANVGBH-UHFFFAOYSA-O
2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate	C7H13N1O5	CC(=O)[C@@H](O)[C@H](O)C[C@H]([NH3+])C([O-])=O	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate // ADTH // 2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonic acid	CPD-10792	InChIKey=IFMHGOADXGYWMO-KVQBGUIXSA-N
2-amino-3-(phosphomethylphosphinyl)propanoate	C4H9N1O7P2	C(P(=O)(CP(=O)(O)[O-])[O-])C(C(=O)[O-])[NH3+]	2-amino-3-(phosphomethylphosphinyl)propanoate // 2-amino-4-[(phosphonomethyl)hydroxy-phosphinyl]butanoate	CPD0-1650	InChIKey=UXBKWDOSNBQQLQ-UHFFFAOYSA-L
2-amino-3-carboxymuconate-6-semialdehyde	C7H5N1O5	C(=O)([O-])C(\C=C\C=O)=C(C([O-])=O)/[NH3+]	2-amino-3-carboxymuconate-6-semialdehyde // aminocarboxymuconate semialdehyde // 2-amino-3-carboxymuconate semialdehyde // 2-amino-3-(3-oxoprop-1-en-1-yl)-but-2-enedioate // (E,E)-2-amino-3-(3-oxoprop-1-enyl)but-2-enedioate	2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI	InChIKey=KACPVQQHDVBVFC-PMRVSPHWSA-M
2-amino-3-hydroxycyclopent-2-enone	C5H7N1O2	C1(CC(=O)C(\N)=C1\O)	2-amino-3-hydroxycyclopent-2-enone // 2-amino-3-hydroxycyclopentenone // SureCN2028133 // AKOS006337466	CPD-16935	InChIKey=BNEMVGOLRDWNEG-UHFFFAOYSA-N
2-amino-3-ketoadipate	C6H7N1O5	C(CC(=O)[O-])C(=O)C(N)C(=O)[O-]	2-amino-3-ketoadipate	2-AMINO-3-KETOADIPATE	InChIKey=HXWZRYKURKEOSO-UHFFFAOYSA-L
2-amino-3-methylphenol	C7H9N1O1	C1(C(/[R4])=C([R5])/C(/O)=C([R1])\C(/[R2])=1)[R3]	2-amino-3-methylphenol // 2-amino-m-cresol	CPD-9130	InChIKey=FEDLEBCVFZMHBP-UHFFFAOYSA-N
2-amino-3-phosphonopropanoate	C3H7N1O5P1	C([O-])(=O)C([NH3+])CP([O-])(O)=O	2-amino-3-phosphonopropanoate // DL-2-amino-3-phosphonopropanoate // 3-phosphonoalanine // phosphonoalanine // 2-amino-3-phosphonopropionate	CPD0-1615	InChIKey=LBTABPSJONFLPO-UHFFFAOYSA-M
2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate	C9H11N1O4S1	C([O-])(=O)C([NH3+])CSC1(/C=C(\C=C/C(/O)=1)/O)	2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate	CPD-20209	InChIKey=PPIPYRLQCKPBQF-UHFFFAOYSA-N
2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate	C7H12N1O9P1	C(OP([O-])(=O)[O-])C(=O)C(O)C(O)CC([NH3+])C(=O)[O-]	2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate // 2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoic acid // 2-amino-4,5-dihydroxy-6-one-heptanoate 7-phosphate // 2-amino-4,5-dihydroxy-6-one-heptanoic acid 7-phosphate // 2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate	CPD-14872	InChIKey=OABFYXXSGQYCAM-UHFFFAOYSA-L
2-amino-4,6-dinitrotoluene	C7H8N3O4	CC1(/C(/[NH3+])=C\C(\[N+](=O)[O-])=C/C(/[N+]([O-])=O)=1)	2-amino-4,6-dinitrotoluene // 2-ADNT	CPD-10450	InChIKey=IEEJAAUSLQCGJH-UHFFFAOYSA-O
2-amino-4,6-dinitrotoluene glucoside	C13H17N3O9	CC2(/C(/[N+](=O)[O-])=C\C(\[N+](=O)[O-])=C/C(/NC1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=2)	2-amino-4,6-dinitrotoluene glucoside // 2-ADNT glucoside	CPD-10452	InChIKey=CMGFICSLNOXZET-HENWMNBSSA-N
2-amino-4,7-dihydroxypteridine	C6H5N5O2	C12(=NC(/O)=C([R])\N=C1\C(\O)=N/C(\N)=N\2)	2-amino-4,7-dihydroxypteridine	2-AMINO-47-DIHYDROXYPTERIDINE	InChIKey=GLKCOBIIZKYKFN-UHFFFAOYSA-N
2-amino-4-carboxypyrimidine	C5H4N3O2	C1(\N=C(N)/N=C(\C=1)/C(=O)[O-])	2-amino-4-carboxypyrimidine	2-AMINO-4-CARBOXYPYRIMIDINE	InChIKey=GKFPFLBDQJVJIH-UHFFFAOYSA-M
2-amino-4-chlorophenol	C6H6N1O1Cl1	[N+]([R4])([R3])([R1])[R2]	2-amino-4-chlorophenol	CPD-9131	InChIKey=SWFNPENEBHAHEB-UHFFFAOYSA-N
2-amino-4-hydroxy-5-phosphonopentanoate	C5H11N1O6P1	C(=O)([O-])C([NH3+])CC(O)CP(=O)([O-])O	2-amino-4-hydroxy-5-phosphonopentanoate	CPD-16794	InChIKey=LNSLSAKROUFKEI-UHFFFAOYSA-M
2-amino-4-methyl-5-hydroxyethylthiazole	C6H11N2O1S1	CC1(\NC(SC(/CCO)=1)=[NH2+])	2-amino-4-methyl-5-hydroxyethylthiazole // 2-aminohydroxyethylthiazole // 2-(2-amino-4-methyl-1,3-thiazol-5-yl)ethanol // 5-thiazoleethanol	CPD-15755	InChIKey=XGHVUVFECVBQLK-UHFFFAOYSA-O
2-amino-4-methylphenol	C7H9N1O1	CC1(\C=C/C(/O)=C(\C=1)/N)	2-amino-4-methylphenol	CPD-7366	InChIKey=ZMXYNJXDULEQCK-UHFFFAOYSA-N
2-amino-4-oxo-4-&alpha;-hydroxy-6-(erythro-1',2',3'-trihydroxypropyl)-5,6, 7,8-tetrahydroxypterin	C9H14N5O8	C12(=NC(/N)=N/C(=O)[C-]1N(O)C(O)(C(O)C(O)CO)C(O)N(O)2)	2-amino-4-oxo-4-alpha-hydroxy-6-(erythro-1',2',3'-trihydroxypropyl)-5,6, 7,8-tetrahydroxypterin	2-AMINO-4-OXO-4-ALPHA-HYDROXY-	InChIKey=BICXQOSXIMHMIQ-UHFFFAOYSA-N
2-amino-4-oxo-6-(1',2',3'-trihydroxypropyl)-diquinoid-7,8-dihydroxypterin	C9H14N5O6	C12(=NC(/N)=N/C(=O)[C-](NC(C(O)C(O)CO)C(O)N(O)1)2)	2-amino-4-oxo-6-(1',2',3'-trihydroxypropyl)-diquinoid-7,8-dihydroxypterin	2-AMINO-4-OXO-6-123-TRIHYDROXYPROP	InChIKey=KZVMFQIWKNDMFF-UHFFFAOYSA-N
2-amino-4-oxo-6-(1',2'-dioxoprolyl)-7,8-dihydroxypteridine	C9H8N5O5	CC(=O)C(=O)C1(\C(N(O)C2(\[C-](/N=1)C(=O)\N=C(N)/N=2))O)	2-amino-4-oxo-6-(1',2'-dioxoprolyl)-7,8-dihydroxypteridine	2-AMINO-ETCETERA-DIHYDROXYPTERIDINE	InChIKey=FQFUOHKFCAZONE-UHFFFAOYSA-N
