Compound	Object ID	InChI-Key	SMILES
CPD-21985	CPD-21985	InChIKey=BMCZTYDZHNTKPR-MRXNPFEDSA-N	COC1(/C=C\C2(/C[C@@H]3(C4(\C(/CCN(CC(\C(\OC)=1)=2)3)=C/C(/O)=C(/C=4)/OC))))
CPD-22211	CPD-22211	InChIKey=ZQCDNFWZISLSIM-PDMVNZJUSA-N	C=C2(C[C@@]([C@H](O)C(N[C@@H](OC)[C@H]1(O[C@H](C[C@H](O)CCC/C=C/C=C/C=C/C(=O)N[C@H](C([O-])=O)CCCNC(N)=[NH2+])C(C)(C)[C@H](OC)C1))=O)(OC)O[C@H](C)[C@H](C)2)
4-HYDROXYPHENYLACETYL-COA	4-HYDROXYPHENYLACETYL-COA	InChIKey=GPCAQTOAAYEBGJ-CECATXLMSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(CC1(\C=C/C(/O)=C\C=1))=O)COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPD-22188	CPD-22188	InChIKey=MSZITYUGWBXQOC-BTSGJVQSSA-N	C=C(C)C[C@H](OC)[C@H](O)C(=O)N[C@@H](OC)[C@@H]3(CC(=O)C(C)(C)[C@@H](C[C@H](O)[C@@H](C)[C@H]1(CC2(/C(\C)=C(/C=C(C(/C(=O)O1)=2)/O)/O)))O3)
CPD-1067	CPD-1067	InChIKey=NGDLSXMSQYUVSJ-WHFBIAKZSA-O	C[C@@H](C[C@@H](CC([O-])=O)[NH3+])[NH3+]
CPD-22203	CPD-22203	InChIKey=LMFMOBJDPHWCJT-PAVAIJQVSA-M	C=C3(C[C@@]([C@H](O)C(N[C@H]2(OCO[C@@H]1([C@@H](OC)C(C)(C)[C@@H](C[C@@H](/C=C/C/C=C/C=C/C([O-])=O)O)O[C@H]12)))=O)(OC)O[C@H](C)[C@H](C)3)
CPD-464	CPD-464	InChIKey=RVCNKTPCHZNAAO-IMSLGMFESA-K	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/[C@@H]1([C@@](CC/C=C(C)/CC/C=C(C)/CCC=C(C)C)([C@H]1COP(OP(=O)([O-])[O-])([O-])=O)C)
CPD-22185	CPD-22185	InChIKey=VAHWJODAAILOLJ-FJWSZNLPSA-N	C=C2([C@@H](C)[C@@H](C)O[C@]([C@H](O)C(=O)N[C@@H](O)[C@@H]1(C[C@@H](O)C(C)(C)[C@@H](C[C@@H](CO)O)O1))(OC)C2)
CPD-8815	CPD-8815	InChIKey=NJESAXZANHETJV-UHFFFAOYSA-M	CC1(\C=C/C(/C([O-])=O)=C(\C=1)/O)
CPD-22200	CPD-22200	InChIKey=YHLFCZDARSKZMF-KDCVIZGGSA-M	C=C3(C[C@@]([C@H](O)C(N[C@H]2(OCO[C@@H]1([C@@H](OC)C(C)(C)[C@@H](C[C@H](O)CCC/C=C/C=C/C=C/C([O-])=O)O[C@H]12)))=O)(OC)O[C@H](C)[C@H](C)3)
CPD-13943	CPD-13943	InChIKey=HVCNSAJVIFXBHU-UHFFFAOYSA-M	C(O)C(CCC([O-])=O)=O
CPD-22181	CPD-22181	InChIKey=YWJZKKGHAWXBLL-QLCFXWRVSA-N	C=C2([C@@H](C)[C@@H](C)O[C@](CC(=O)NC[C@@H]1(C[C@@H](O)C(C)(C)[C@@H](C[C@@H](CO)O)O1))(O)C2)
CPD0-1605	CPD0-1605	InChIKey=KKOWAYISKWGDBG-UHFFFAOYSA-N	CC1(/C(/CO)=C\N=C(C)/C(/O)=1)
CPD-22197	CPD-22197	InChIKey=AHTAOAFUYYVTGB-JANQJJKJSA-N	C=C3(C[C@@]([C@H](O)C(N[C@H]2(OCO[C@@H]1([C@@H](OC)C(C)(C)[C@@H](C[C@H](O)CCCCO)O[C@H]12)))=O)(OC)O[C@H](C)[C@H](C)3)
CPD-15948	CPD-15948	InChIKey=YJSXTLYNFBFHAT-HJOMEYPASA-N	CC[C@@H]1([C@H](O)[C@@H](C)[C@H](O)CC(O[C@H](CC)[C@@H](C)/C=C(C)/C=C/C([C@H](C)C1)=O)=O)
CPD-21479	CPD-21479	InChIKey=HNGPDWRIFRLACY-HRALQUFGSA-N	C=C3(C[C@@]([C@H](O)C(N[C@H]2(OCO[C@@H]1([C@@H](OC)C(C)(C)[C@@H](C[C@H](O)CCCC(=O)OC)O[C@H]12)))=O)(OC)O[C@H](C)[C@H](C)3)
DIETHYLTHIOPHOSPHATE	DIETHYLTHIOPHOSPHATE	InChIKey=PKUWKAXTAVNIJR-UHFFFAOYSA-M	CCOP(=S)([O-])OCC
CPD-22193	CPD-22193	InChIKey=OBDAALQFQJRDKI-MTWQOCFNSA-N	C=C3(C[C@@]([C@H](O)C(N[C@H]2(OCO[C@@H]1([C@@H](OC)C(C)(C)[C@@H](CO)O[C@H]12)))=O)(OC)O[C@H](C)[C@H](C)3)
CPD-19273	CPD-19273	InChIKey=WBDQDVXPSGTJAV-UHFFFAOYSA-M	CC3(\C4(\C=C/C=C(C(C(\O)=C2(C(/C=C1(/C=C(C(\C(=O)N)=C(C\1=C2/O)\[O-])/O))=3))=4)/O))
CPD-22212	CPD-22212	InChIKey=SCSOGTFLRGRNKB-ONWQKTSHSA-N	C=C2(C[C@@]([C@H](O)C(NC[C@H]1(O[C@H](C[C@H](O)CCC/C=C/C=C/C=C/C(=O)N[C@H](C([O-])=O)CCCNC(N)=[NH2+])C(C)(C)[C@@H](O)C1))=O)(OC)O[C@H](C)[C@H](C)2)
RIBOSE-TRIPHOSPHATE	RIBOSE-TRIPHOSPHATE	InChIKey=ZJJBHGDNOZLBIL-TXICZTDVSA-J	C(OP(OP(=O)([O-])OP(=O)([O-])[O-])(=O)[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@H](O)O1)
CPD-22190	CPD-22190	InChIKey=AAABMNXUOFPYQK-DJKHTABZSA-N	C=C3(C[C@@]([C@H](O)C(N[C@H]2(OCO[C@@H]1([C@@H](OC)C(C)(C)[C@@H](C[C@H](OC)CO)O[C@H]12)))=O)(OC)O[C@H](C)[C@H](C)3)
CPD-21846	CPD-21846	InChIKey=SXGNWWCBWRWKFW-UHFFFAOYSA-N	CC(C)(C)C%12(\C=C7(C(C%11(C(C1(C6(C(C5(C1=CC(/N2(C4(\C(/C3(/C\2=C\C=C/C=3))=C/C=C\C=4)))=C\C=5))=C\C=C/C=6))7)=CC(/N8(C%10(\C(/C9(/C\8=C\C=C/C=9))=C/C=C\C=%10)))=C\C=%11))=C/C=%12))
CPD-22206	CPD-22206	InChIKey=AXVYUJOZRMCOOU-KRDBYCOVSA-N	C=C3(C[C@@]([C@H](O)C(N[C@H]2(OCO[C@@H]1([C@@H](OC)C(C)(C)[C@@H](C[C@H](O)CCC/C=C/C=C/C(=O)N[C@H](C([O-])=O)CCCNC(N)=[NH2+])O[C@@H]12)))=O)(OC)O[C@H](C)[C@H](C)3)
4-AMINO-BUTYRATE	4-AMINO-BUTYRATE	InChIKey=BTCSSZJGUNDROE-UHFFFAOYSA-N	C(C[NH3+])CC([O-])=O
CPD-22186	CPD-22186	InChIKey=RYMNJJUXEZDWPS-FQZCGRDXSA-N	C=C2([C@@H](C)[C@@H](C)O[C@]([C@H](O)C(=O)N[C@@H](OC)[C@@H]1(C[C@@H](O)C(C)(C)[C@H](C[C@H](OC)CO)O1))(OC)C2)
CPD-10615	CPD-10615	InChIKey=RHPUJHQBPORFGV-UHFFFAOYSA-N	CC1(\C(\O)=C/C=C(\C=1)/Cl)
CPD-22201	CPD-22201	InChIKey=GPXPURZFBZDABC-ATXVUWGDSA-M	C=C3(C[C@@]([C@H](O)C(N[C@H]2(OCO[C@@H]1([C@@H](OC)C(C)(C)[C@@H](C[C@H](O)CCCCC/C=C/C=C/C([O-])=O)O[C@H]12)))=O)(OC)O[C@H](C)[C@H](C)3)
CPD-4542	CPD-4542	InChIKey=RZPPEFJMRVRCDD-XSLNCIIRSA-O	C[C@H](CCC[NH+](C)C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
CPD-22182	CPD-22182	InChIKey=NNNVJFAPLNIYPF-FQZCGRDXSA-N	C=C2([C@@H](C)[C@@H](C)O[C@]([C@H](O)C(=O)N[C@@H](OC)[C@@H]1(C[C@@H](O)C(C)(C)[C@@H](C[C@@H](COC)OC)O1))(O)C2)
CPD-8586	CPD-8586		C(OP(=O)([O-])OP(=O)(O[an aldose])[O-])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R])[C@H](O)1)
CPD-20943	CPD-20943	InChIKey=KGMNLCHUEVFDHL-YFKPBYRVSA-M	CC(=O)N1([C@@H](CC1)C([O-])=O)
CPD-13867	CPD-13867	InChIKey=LHYHMMRYTDARSZ-KBUPBQIOSA-N	CC([C@H]2(CC[C@](O)(C)[C@H]1([C@H](\C=C(C)/CC1)2)))C
CPD-20867	CPD-20867	InChIKey=IADUEWIQBXOCDZ-VKHMYHEASA-N	C(=O)([O-])[C@@H]1(CC[NH2+]1)
CPD0-1571	CPD0-1571	InChIKey=DZLNHFMRPBPULJ-UHFFFAOYSA-M	C1(SCNC(C(=O)[O-])1)
CPD-14828	CPD-14828	InChIKey=LSETUZAYSCHYKL-QGZVFWFLSA-K	C([C@@H](O)COP([O-])(=O)[O-])OC(=O)[R]
DESMETHYLSULOCHRIN	DESMETHYLSULOCHRIN	InChIKey=XMNMFMYKFRXRFH-UHFFFAOYSA-L	CC2(\C=C(C(\C(=O)C1(/C(/C([O-])=O)=C\C(\O)=C/C(/OC)=1))=C(\C=2)\[O-])\O)
CPD-22222	CPD-22222	InChIKey=XBFQFMCUPHZKTI-NZRYSPDRSA-L	C([C@@H](O)COP([O-])(=O)[O-])OC(=O)[R]
CPD-19177	CPD-19177	InChIKey=AODYJUNLDJOADV-YHSFNTFWSA-L	C(OP(=O)([O-])[O-])[C@H]2([C@@H]([C@H]([C@H](N1(C(=O)NC(=O)CC(=O)1))O2)O)O)
CPD-14778	CPD-14778	InChIKey=HOXQBWKHENFRRC-XMMPIXPASA-L	C(=O)([R])O[C@H](CO)COP([O-])(=O)[O-]
QUINOLIN-28-DIOL	QUINOLIN-28-DIOL	InChIKey=ZXZKYYHTWHJHFT-UHFFFAOYSA-N	C1(\C=C(C2(/N=C(\C=C/C(\C=1)=2)/O))\O)
CPD-14777	CPD-14777	InChIKey=HTUVNKNXUCIHRU-QGZVFWFLSA-K	C(=O)([R])O[C@H](CO)COP([O-])(=O)[O-]
CPD-21781	CPD-21781	InChIKey=BFLNGKUCFYKCFZ-RKDXNWHRSA-N	C(O)[C@@H](NC(=O)C(Cl)Cl)[C@@H](C1(\C=C/C(/N)=C\C=1))O
CPD-14776	CPD-14776	InChIKey=POHJJGKCTRJDSU-HSZRJFAPSA-K	C(OP([O-])(=O)[O-])[C@H](OC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)[O-])CO
3-PHOSPHOGLUCARATE	3-PHOSPHOGLUCARATE	InChIKey=FJYQVOPLAANXAB-UHFFFAOYSA-J	C(C(OP(=O)([O-])[O-])C(O)C(=O)[O-])(C(C(=O)[O-])O)O
CPD-14827	CPD-14827	InChIKey=JTGVYOAJURQLDS-XMMPIXPASA-L	C(O)CCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COP([O-])(=O)[O-])CO
CPD-10559	CPD-10559	InChIKey=OBESRABRARNZJB-UHFFFAOYSA-M	C(N)S(=O)(=O)[O-]
CPD-22226	CPD-22226	InChIKey=BDCFJMBXZCIVRH-NZRYSPDRSA-L	C(=O)([R])O[C@H](CO)COP([O-])(=O)[O-]
CPD-4461	CPD-4461	InChIKey=VCMMXZQDRFWYSE-UHFFFAOYSA-N	CC1(\C(C2(\C(\C(\C=1)=O)=C(\C=C/C=2)\O))=O)
CPD-8364	CPD-8364	InChIKey=ZRJFXKYBBNNVFV-YIXGJFGDSA-M	C([C@H](O)COP([O-])(=O)OC[C@H](OC([R])=O)CO)O
CPD-8198	CPD-8198	InChIKey=ZUPSABSQBFCIOU-IBVRSMRASA-N	C[C@H]1([C@H]([C@H]([C@H](O)[C@@H](O1)O[C@H]2([C@H](OC)O[C@@H]([C@H](O)[C@@H]2O)CO))O)O)
CPD-8363	CPD-8363	InChIKey=ODJYINYQGFIIRK-LEWJYISDSA-M	C([C@H](O)COP([O-])(=O)OC[C@H](OC([R])=O)CO)O
CPD-13725	CPD-13725	InChIKey=SJKBAJLKHOPUHW-NNRGKNABSA-M	C[C@@H](O[C@@H]1([C@@H](NC(=O)C)[C@@H](O[C@H](CO)[C@H]1O)O[C@@H]2([C@@H](CO)OC(O)[C@H](NC(C)=O)[C@@H](O)2)))C(=O)[O-]
CPD0-2207	CPD0-2207	InChIKey=NTIFDVWQNKKARU-DLBZAZTESA-M	C([C@H](O)COP([O-])(=O)OC[C@H](OC([R])=O)CO)O
CPD0-1512	CPD0-1512	InChIKey=NELQYZRSPDCGRQ-DBRKOABJSA-N	CC(=O)N[C@H]1(C(=O)O[C@H](CO)[C@@H](O)[C@H](O)1)
CPD0-2173	CPD0-2173	InChIKey=NHYJQQUDLXESED-RBUKOAKNSA-M	C([C@H](O)COP([O-])(=O)OC[C@H](OC([R])=O)CO)O
DE-O-K-GLUCONATE	DE-O-K-GLUCONATE	InChIKey=CNLFCQPCBQQMHK-XINAWCOVSA-M	C(O)[C@@H](O)[C@@H](O)C(=O)CC(=O)[O-]
CPD-8365	CPD-8365	InChIKey=FQQQKGAFQIIGLQ-SNZQZGEVSA-M	CCCCCCCC\C=C/CCCCCCCC(OC[C@@H](O)COP([O-])(=O)OC[C@@H](O)CO)=O
CPD-19042	CPD-19042	InChIKey=DRYMMXUBDRJPDS-UHFFFAOYSA-N	CC(O)(C)C(=O)N
CPD-8367	CPD-8367	InChIKey=AZCURGXIIHFART-RDJXZBMQSA-M	CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@@H](O)COP([O-])(=O)OC[C@@H](O)CO)=O
PSICOSELYSINE	PSICOSELYSINE	InChIKey=BFSYFTQDGRDJNV-CDEVMZEPSA-O	C(C(=O)[C@H](O)[C@H](O)[C@@H](CO)O)[NH2+]CCCC[C@H]([NH3+])C(=O)[O-]
CPD-8366	CPD-8366	InChIKey=VEEHTGYBVMTAAF-RFFZIGDUSA-M	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@@H](O)COP([O-])(=O)OC[C@@H](O)CO)=O
3-METHYLBENZYLSUCCINATE	3-METHYLBENZYLSUCCINATE	InChIKey=OHQFGTDAUDLCBG-UHFFFAOYSA-L	CC1(\C=C(CC(CC(=O)[O-])C([O-])=O)/C=C\C=1)
CPD-22694	CPD-22694	InChIKey=CVJYKALOCTYTRR-HNNRUBMXSA-L	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COC[C@H](O)COP(=O)([O-])[O-]
CPD-1041	CPD-1041	InChIKey=TVXJJNJGTDWFLD-TWGQIWQCSA-N	C(\CC1(\C=C/C(/O)=C\C=1))=N\O
CPD-22392	CPD-22392	InChIKey=PQLXHQMOHUQAKB-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCOP(OCC[N+](C)(C)C)(=O)[O-]
CPD-21694	CPD-21694	InChIKey=GKRZNOGGALENQJ-UHFFFAOYSA-N	CC(=O)NC(=O)N
CPD-19298	CPD-19298	InChIKey=PFZKWTWCVGDJQC-VNVOTFTJSA-N	CC(N[C@H]4([C@H](O[R2])O[C@H](CO)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)1))[C@H](O)[C@@H](NC(=O)C)2))[C@H](O)[C@@H](NC(=O)C)3))[C@H](O)4))=O
CPD-4223	CPD-4223	InChIKey=ZHXRWFOBROFZAC-LVYGOKBNSA-M	C2(OC5(/C=C(\C=C/C(/[C@@H]3(OC4(/C=C1(C(/OCO1)=C\C(\[C@H]23)=4))))=5)/O[C@H]6([C@H](O)[C@H]([C@H](O)[C@@H](COC(=O)CC(=O)[O-])O6)O)))
CPD-13227	CPD-13227	InChIKey=WZZVUHWLNMNWLW-MEWKLCDLSA-N	CC(N[C@H]4([C@H](O[R2])O[C@H](CO)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)1))[C@H](O)[C@@H](NC(=O)C)2))[C@H](O)[C@@H](NC(=O)C)3))[C@H](O)4))=O
CPD-7993	CPD-7993	InChIKey=PJZBKCVVFPTFAW-UHFFFAOYSA-O	C[NH2+]CCCC=O
CPD-19299	CPD-19299	InChIKey=BZBKTWJIYTYFBH-WVJDGYTOSA-N	CC(N[C@H]4([C@H](O[R2])O[C@H](CO)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)1))[C@H](O)[C@@H](NC(=O)C)2))[C@H](O)[C@@H](NC(=O)C)3))[C@H](O)4))=O
CPD-13646	CPD-13646	InChIKey=OQWKEEOHDMUXEO-BQYQJAHWSA-N	CCCCC/C=C/C(=O)CCC1(\C=C(C(/O)=C\C=1)\OC)
CPD-19300	CPD-19300	InChIKey=GVTXKCFKWGVHBK-SDEUBOORSA-N	CC(N[C@H]4([C@H](O[R2])O[C@H](CO)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)1))[C@H](O)[C@@H](NC(=O)C)2))[C@H](O)[C@@H](NC(=O)C)3))[C@H](O)4))=O
CPD0-1484	CPD0-1484	InChIKey=GELKSNHUZCIFIM-YDBXVIPQSA-N	C[S+](CCC(C(=O)[O-])O)C[C@H]3(O[C@@H](N1(\C=N/C2(C(/N)=N\C=N/C1=2)))[C@H](O)[C@H](O)3)
CPD-13664	CPD-13664	InChIKey=DATDAAORWUFBHE-MFDLWANMSA-O	CC(N[C@H]4([C@H](O[R2])O[C@H](CO)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)1))[C@H](O)[C@@H](NC(=O)C)2))[C@H](O)[C@@H](NC(=O)C)3))[C@H](O)4))=O
D-BETA-D-HEPTOSE-1-P	D-BETA-D-HEPTOSE-1-P	InChIKey=KMEJCSKJXSBBAN-QTNLNCNHSA-L	C([C@H]([C@H]1(O[C@H]([C@H]([C@H]([C@@H]1O)O)O)OP([O-])(=O)[O-]))O)O
PHTYOSPHINGOSINE-1-P	PHTYOSPHINGOSINE-1-P	InChIKey=AYGOSKULTISFCW-KSZLIROESA-M	[C@H](O)([R])[C@@H]([NH3+])COP([O-])(=O)[O-]
CPD-19006	CPD-19006	InChIKey=OAXHWPMAMSDLAZ-UHFFFAOYSA-M	C(CS(=O)(=O)[O-])SCC(Cl)O
CPD3DJ-11366	CPD3DJ-11366	InChIKey=DUYSYHSSBDVJSM-KRWOKUGFSA-M	[C@H](O)([R])[C@@H]([NH3+])COP([O-])(=O)[O-]
PHTHALATE	PHTHALATE	InChIKey=XNGIFLGASWRNHJ-UHFFFAOYSA-L	C(C1(/C=C\C=C/C(/C([O-])=O)=1))([O-])=O
CPD-649	CPD-649	InChIKey=YHEDRJPUIRMZMP-ZWKOTPCHSA-M	[C@H](O)([R])[C@@H]([NH3+])COP([O-])(=O)[O-]
3-HYDROXY-2-METHYL-3-PHYTYL-23-DIHYDRONA	3-HYDROXY-2-METHYL-3-PHYTYL-23-DIHYDRONA	InChIKey=OOJSROHRRKVBFW-MNBFGQJISA-N	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(\C)=C/CC1(O)(C(=O)C2(/C=C\C=C/C(/C(=O)C(C)1)=2))
CPD-481	CPD-481	InChIKey=JLVSPVFPBBFMBE-HXSWCURESA-O	CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP([O-])(=O)OCC[N+](C)(C)C)[NH3+])O
CPD-10225	CPD-10225	InChIKey=FNLHPZUNSZDBLN-CBPJZXOFSA-M	C(OP([O-])([O-])=O)[C@H]1(OC(O)[C@H](O)[C@@H]([NH3+])[C@H](O)1)
CPD-21994	CPD-21994	InChIKey=ZJVVOYPTFQEGPH-AUTSUKAISA-N	CCCCCCCCCCCCC/C=C/[C@H]([C@@H](NC(=O)[R])CO)O
CPD-21558	CPD-21558	InChIKey=CDAXKECXRUNDCS-OSZHWHEXSA-O	C/C=C4([C@@H]1(CC[NH+](CCC2(\C3(/C=C\C=C/C(/NC(/[C@](C(OC)=O)(C=O)1)=2)=3)))C4))
MALTOHEXAOSE	MALTOHEXAOSE	InChIKey=OCIBBXPLUVYKCH-LIGGPISVSA-N	C([C@H]6(O[C@H](O[C@@H]5([C@H](O[C@H](O[C@@H]4([C@H](O[C@H](O[C@@H]1([C@H](O[C@@H]([C@@H]([C@H]1O)O)O[C@@H]2([C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3([C@H](OC([C@@H]([C@H]3O)O)O)CO))CO))CO))[C@@H]([C@H]4O)O)CO))[C@@H]([C@H]5O)O)CO))[C@@H]([C@H]([C@@H]6O)O)O))O
CPD-4123	CPD-4123	InChIKey=BQAJKXKYTQTBDK-PCHDOLKHSA-M	COC5(\C=C1(C(/[C@H]3([C@@H](O1)C4(/C=C\C(\O[C@@H]2(O[C@H](COC(CC([O-])=O)=O)[C@@H](O)[C@H](O)[C@@H](O)2))=C/C(/OC3)=4)))=C/C=5))
MALTOPENTAOSE	MALTOPENTAOSE	InChIKey=FTNIPWXXIGNQQF-HZWIHCTQSA-N	C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O[R])O)O)O[C@@H]2([C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)))O
CPD-13471	CPD-13471	InChIKey=JDRSMPFHFNXQRB-CMTNHCDUSA-N	CCCCCCCCCCO[C@@H]1(O[C@@H](C([C@@H](C1O)O)O)CO)
MALTOTETRAOSE	MALTOTETRAOSE	InChIKey=LUEWUZLMQUOBSB-AYQJAVFRSA-N	C([C@H]4(O[C@H](O[C@@H]3([C@H](O[C@H](O[C@@H]2([C@H](O[C@H](O[C@@H]1([C@H](OC(O)[C@@H]([C@H]1O)O)CO))[C@@H]([C@H]2O)O)CO))[C@@H]([C@H]3O)O)CO))[C@@H]([C@@H](O)[C@@H]4O)O))O
CPD-787	CPD-787	InChIKey=ZBCBETMBSDTINL-NWJCXACMSA-L	C([O-])(=O)C\C=C/C=C(C(=O)[O-])\O
CPD0-1133	CPD0-1133	InChIKey=BNABBHGYYMZMOA-QJBBZCPBSA-N	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)O[C@H]2([C@H](O)[C@@H](O)[C@H](O[C@H](CO)2)O[C@H]3([C@H](O)[C@@H](O)[C@H](O[C@H](CO)3)O[C@H]7([C@H](O)[C@@H](O)[C@@H](O[C@H]6([C@H](O)[C@@H](O)[C@@H](O[C@H]4([C@H](O)[C@@H](O)[C@H](O[C@H](CO)4)O[C@H]5([C@H](O)[C@@H](O)C(O)O[C@H](CO)5)))O[C@H](CO)6))O[C@H](CO)7))))
CPD0-1438	CPD0-1438	InChIKey=JCALBVZBIRXHMQ-UHFFFAOYSA-N	N(P(NP(=O)(O)O)(O)=O)P(O)(=O)O
CPD-21997	CPD-21997	InChIKey=WAYLDHLWVYQNSQ-PKPYTYOASA-N	CCCCCCCCCCCCC/C=C/[C@H]([C@@H](NC(=O)[R])CO)O
CROTONO-BETAINE	CROTONO-BETAINE	InChIKey=GUYHPGUANSLONG-SNAWJCMRSA-N	C[N+](C/C=C/C([O-])=O)(C)C
CPD66-41	CPD66-41	InChIKey=YDNKGFDKKRUKPY-TURZORIXSA-N	CCCCCCCCCCCCC/C=C/[C@H]([C@@H](NC(=O)[R])CO)O
CPD-18916	CPD-18916	InChIKey=QPCDCPDFJACHGM-UHFFFAOYSA-K	C(N(CC(=O)[O-])CC[NH+](CC(=O)[O-])CC(=O)[O-])C[NH+](CC([O-])=O)CC([O-])=O
CPD-9814	CPD-9814	InChIKey=TZXPILCYVLWMNW-MZPNUNNSSA-N	CCCCCCCCCCCCC/C=C/[C@H]([C@@H](NC(=O)[R])CO)O
PENTAN-2-ONE	PENTAN-2-ONE	InChIKey=XNLICIUVMPYHGG-UHFFFAOYSA-N	CCCC(=O)C
CPD-22026	CPD-22026	InChIKey=KSVODRGOBYCXKF-HFBOQBPWSA-N	CCCCCCCCCCCCC/C=C/[C@H]([C@@H](NC(=O)[R])CO)O
2CH2-3CH3-SUCC	2CH2-3CH3-SUCC	InChIKey=IZFHMLDRUVYBGK-SCSAIBSYSA-L	C=C([C@@H](C)C(=O)[O-])C(=O)[O-]
CPD-9801	CPD-9801	InChIKey=NKJMWDBSQFISEX-ZHXYDXRESA-N	C(O)[C@H](NC(=O)[R2])[C@H](O)[R1]
CPD-10145	CPD-10145	InChIKey=CRWNKXHVYMVLCY-UHFFFAOYSA-N	C(#N)[Fe-3](C#N)(C#N)(C#N)(C#N)C#N
CPD-9806	CPD-9806	InChIKey=SUMVQFSAPMASFY-VYIUJJFLSA-N	C(O)[C@H](NC(=O)[R2])[C@H](O)[R1]
CPD-21517	CPD-21517	InChIKey=MGQLHNKARZOXFH-CYBMUJFWSA-O	COC3(/C=C\C(/C[C@H]1([NH2+]CCC2(\C/1=C/C(/O)=C(\C=2)/O)))=C/C(/O)=3)
CPD-9890	CPD-9890	InChIKey=DPSVAJOUDJRIIM-DJUMRUNUSA-N	C(O)[C@H](NC(=O)[R2])[C@H](O)[R1]
CPD-391	CPD-391	InChIKey=AXVZFRBSCNEKPQ-UHFFFAOYSA-O	C[NH2+]CCC1(\C=C/C(/O)=C\C=1)
CPD-9812	CPD-9812	InChIKey=ASGPYKWSAHQKOG-RXOXOBFHSA-N	C(O)[C@H](NC(=O)[R2])[C@H](O)[R1]
CPD-13245	CPD-13245	InChIKey=FWEOQOXTVHGIFQ-UHFFFAOYSA-M	C3(\C=C/C(/NC1(\C2(C(/S(=O)([O-])=O)=C\C=C/C(\C=C/C=1)=2)))=C\C=3)
CPD-9797	CPD-9797	InChIKey=AQLOWDPGXBUYOU-GQMPPHKLSA-N	C(O)[C@H](NC(=O)[R2])[C@H](O)[R1]
CPD-7705	CPD-7705	InChIKey=FHSUFDYFOHSYHI-UHFFFAOYSA-M	CCC(=O)CC(=O)[O-]
CPD-9802	CPD-9802	InChIKey=NKJMWDBSQFISEX-MWAAQZFUSA-N	CCCCCCCCC/C=C/CCC[C@@H](O)[C@@H](O)[C@@H](NC(=O)[R])CO
CPD0-1401	CPD0-1401	InChIKey=HFDJSLZFBJFTNG-KQYNXXCUSA-N	C(N=[N+](N)N)[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
CPD-9798	CPD-9798	InChIKey=AQLOWDPGXBUYOU-YEGINREOSA-N	CCCCCCCCC/C=C/CCC[C@@H](O)[C@@H](O)[C@@H](NC(=O)[R])CO
CPD66-92	CPD66-92	InChIKey=PSFDQSOCUJVVGF-UHFFFAOYSA-N	CC1(\C2(\NC3(/C=C\C=C/C(/C(\C=C/N=1)=2)=3)))
